Creative Type,US DVD Sales,Running Time (min),Production Budget,Source,US Gross,Title,Release Date,Director,Rotten Tomatoes Rating,Major Genre,Worldwide Gross,Distributor,MPAA Rating,IMDB Rating,IMDB Votes
Dramatization,0,131,47000000,Based on Real Life Events,29781453,Riding in Cars with Boys,19-Oct-2001,Penny Marshall,48,Drama,29781453,Sony Pictures,PG-13,6.2,11895
Historical Fiction,0,0,35000000,Based on Book/Short Story,630779,Ride With the Devil,24-Nov-1999,Ang Lee,63,Western,630779,USA Films,R,6.4,1873
Contemporary Fiction,0,111,50000000,Remake,75941727,The Ring Two,18-Mar-2005,,20,Horror,161941727,Dreamworks SKG,PG-13,5.1,28408
Factual,0,0,700000,Based on Real Life Events,3278611,Rize,24-Jun-2005,,0,Documentary,4462763,Lionsgate,PG-13,6.8,2052
Kids Fiction,0,91,76000000,Based on TV,26000610,The Adventures of Rocky & Bullwinkle,30-Jun-2000,,42,Comedy,35129610,Universal,PG,4.1,10320
,0,0,1000000,Original Screenplay,549666,All the Real Girls,14-Feb-2003,David Gordon Green,71,Drama,703020,Sony Pictures Classics,R,7.1,5632
Contemporary Fiction,0,0,3000000,Based on Play,5853194,Real Women Have Curves,18-Oct-2002,,83,Comedy,5853194,Newmarket Films,PG-13,7,4396
Historical Fiction,0,0,2000000,Original Screenplay,1785505,Son of Rambow: A Home Movie,2-May-2008,,0,Comedy,10573083,Paramount Vantage,PG-13,0,0
Contemporary Fiction,0,0,11000000,Original Screenplay,551002,Romance and Cigarettes,7-Sep-2007,John Turturro,0,Comedy,3231251,Borotoro,R,6.2,5362
Contemporary Fiction,16323972,81,10000000,Based on TV,20342161,Reno 911!: Miami,23-Feb-2007,,35,Comedy,20342161,20th Century Fox,R,5.8,15684
Contemporary Fiction,0,120,12000000,Original Screenplay,22921898,Rounders,11-Sep-1998,John Dahl,64,Drama,22921898,Miramax,R,7.3,45439
Contemporary Fiction,6007008,121,27500000,Original Screenplay,9736045,Rendition,19-Oct-2007,Gavin Hood,46,Thriller/Suspense,20437142,New Line,R,6.9,23223
Contemporary Fiction,7970409,102,15000000,Original Screenplay,6409528,The Rocker,20-Aug-2008,Peter Cattaneo,40,Comedy,8767338,20th Century Fox,PG-13,6.3,11859
Contemporary Fiction,0,0,38000000,Original Screenplay,16991902,Rock Star,7-Sep-2001,Stephen Herek,52,Drama,19317765,Warner Bros.,R,5.8,15806
Contemporary Fiction,0,128,22000000,Original Screenplay,75600072,The Rookie,29-Mar-2002,,82,Drama,80693537,Walt Disney Pictures,G,5.5,8453
Contemporary Fiction,0,0,10000000,Original Screenplay,17380866,Roll Bounce,23-Sep-2005,Malcolm D. Lee,64,Comedy,17500866,Fox Searchlight,PG-13,5,3167
Contemporary Fiction,0,114,25000000,Original Screenplay,55973336,Romeo Must Die,22-Mar-2000,Andrzej Bartkowiak,33,Action,91036760,Warner Bros.,R,5.9,25309
Contemporary Fiction,0,121,55000000,Original Screenplay,41610884,Ronin,25-Sep-1998,John Frankenheimer,68,Action,41610884,MGM,R,7.2,57484
,0,0,1500000,Original Screenplay,712294,The Ballad of Jack and Rose,25-Mar-2005,,0,Drama,712294,IFC Films,R,6.8,5223
Science Fiction,0,0,80000000,Original Screenplay,17480890,Red Planet,10-Nov-2000,,12,Action,33463969,Warner Bros.,PG-13,5.3,20989
Contemporary Fiction,0,0,4500000,Based on Book/Short Story,3635482,Requiem for a Dream,6-Oct-2000,Darren Aronofsky,78,Drama,7390108,Artisan,Open,8.5,185226
Contemporary Fiction,0,112,48000000,Original Screenplay,56607223,Rat Race,17-Aug-2001,Jerry Zucker,43,Comedy,86607223,Paramount Pictures,PG-13,6.4,40087
Historical Fiction,24745520,125,10000000,Based on Real Life Events,5490423,Rescue Dawn,4-Jul-2007,Werner Herzog,0,Action,7037886,MGM,PG-13,7.5,37764
Factual,0,0,4000000,Based on TV,3816594,The Real Cancun,25-Apr-2003,,35,Documentary,3816594,New Line,R,2.3,3211
,0,0,15000000,,0,Restless,28-Jan-11,,0,,0,Sony Pictures,,6.7,300
Contemporary Fiction,0,113,30000000,Based on Real Life Events,115654751,Remember the Titans,29-Sep-2000,Boaz Yakin,72,Drama,136706683,Walt Disney Pictures,PG,7.5,49844
Contemporary Fiction,16209689,100,60000000,Original Screenplay,40081410,Righteous Kill,12-Sep-2008,Jon Avnet,20,Thriller/Suspense,76781410,Overture Films,R,6,34641
Contemporary Fiction,0,94,16000000,Original Screenplay,68525609,Road Trip,19-May-2000,Todd Phillips,59,Comedy,119739110,Dreamworks SKG,R,6.4,44702
Contemporary Fiction,10610865,0,25000000,Based on Book/Short Story,17432844,The Ruins,4-Apr-2008,,47,Horror,22177122,Paramount Pictures,R,6,23752
Contemporary Fiction,0,127,60000000,Based on Book/Short Story,61322858,Rules of Engagement,7-Apr-2000,William Friedkin,37,Thriller/Suspense,71719931,Paramount Pictures,R,6.2,18462
Contemporary Fiction,0,104,85000000,Original Screenplay,47641743,The Rundown,26-Sep-2003,Peter Berg,0,Action,80831893,Universal,PG-13,6.6,30855
Contemporary Fiction,0,0,17000000,Original Screenplay,6855137,Running Scared,24-Feb-2006,,40,Action,8345277,New Line,R,7.5,39447
Dramatization,1877732,116,12000000,Based on Book/Short Story,6775659,Running With Scissors,20-Oct-2006,,30,Comedy,7213629,Sony Pictures,R,6,12926
Contemporary Fiction,0,90,90000000,Original Screenplay,226164286,Rush Hour 2,3-Aug-2001,Brett Ratner,51,Action,347425832,New Line,PG-13,6.4,52049
Contemporary Fiction,40854922,91,180000000,Original Screenplay,140125968,Rush Hour 3,10-Aug-2007,Brett Ratner,19,Action,253025968,New Line,PG-13,6,39312
Contemporary Fiction,0,98,35000000,Original Screenplay,141186864,Rush Hour,18-Sep-1998,Brett Ratner,60,Action,245300000,New Line,PG-13,6.8,55248
Contemporary Fiction,0,89,10000000,Original Screenplay,17105219,Rushmore,11-Dec-1998,Wes Anderson,87,Black Comedy,19080435,Walt Disney Pictures,R,7.8,53192
Contemporary Fiction,32041099,0,55000000,Original Screenplay,71724497,R.V.,28-Apr-2006,Barry Sonnenfeld,0,Comedy,87524497,Sony Pictures,PG,0,0
Historical Fiction,0,0,12000000,Original Screenplay,2062406,Ravenous,19-Mar-1999,,39,Horror,2062406,20th Century Fox,R,6.9,15804
Contemporary Fiction,0,0,15000000,Original Screenplay,10411980,Raise Your Voice,8-Oct-2004,,16,Drama,14811980,New Line,PG,5.2,8634
Dramatization,0,0,17500000,Original Screenplay,23519128,Hotel Rwanda,22-Dec-2004,,90,Drama,33919128,MGM,PG-13,8.3,92106
Contemporary Fiction,0,123,145000000,Based on Book/Short Story,68671925,Sahara,8-Apr-2005,,39,Adventure,121671925,Paramount Pictures,PG-13,5.9,30739
Contemporary Fiction,0,116,90000000,Based on TV,61363304,The Saint,4-Apr-1997,Phillip Noyce,30,Action,169400000,Paramount Pictures,PG-13,5.9,27413
Contemporary Fiction,0,0,1500000,Based on Play,139084,The Salon,11-May-2007,,12,Comedy,139084,Freestyle Releasing,PG-13,3.5,308
Contemporary Fiction,0,132,22000000,Original Screenplay,40270895,I Am Sam,28-Dec-2001,,34,Drama,40270895,New Line,PG-13,7.4,36448
Contemporary Fiction,0,0,18000000,Original Screenplay,676698,The Salton Sea,26-Apr-2002,D.J. Caruso,63,Thriller/Suspense,676698,Warner Bros.,R,7.1,16415
Contemporary Fiction,0,0,95000000,Based on TV,95347692,Sex and the City 2,27-May-2010,,15,Comedy,288347692,Warner Bros.,R,3.9,13796
Contemporary Fiction,0,0,5000000,Original Screenplay,8886160,Saved!,28-May-2004,,0,Comedy,10102511,MGM,PG-13,7,22784
Contemporary Fiction,0,0,22000000,Original Screenplay,19351569,Saving Silverman,9-Feb-2001,Dennis Dugan,0,Comedy,19351569,Sony Pictures,R,5.6,18748
Contemporary Fiction,0,100,1200000,Original Screenplay,55185045,Saw,29-Oct-2004,,48,Horror,103096345,Lionsgate,R,7.7,112785
Contemporary Fiction,44699720,91,5000000,Original Screenplay,87025093,Saw II,28-Oct-2005,Darren Lynn Bousman,36,Horror,152925093,Lionsgate,R,6.8,76530
Contemporary Fiction,47153811,107,10000000,Original Screenplay,80238724,Saw III,27-Oct-2006,Darren Lynn Bousman,25,Horror,163876815,Lionsgate,R,6.3,60784
Contemporary Fiction,31998452,0,10000000,Original Screenplay,63300095,Saw IV,26-Oct-2007,Darren Lynn Bousman,17,Horror,134528909,Lionsgate,R,6,44730
Contemporary Fiction,26535833,0,10800000,Original Screenplay,56746769,Saw V,24-Oct-2008,,13,Horror,113146769,Lionsgate,R,5.7,31219
Contemporary Fiction,8308717,91,11000000,Original Screenplay,27693292,Saw VI,23-Oct-2009,Kevin Greutert,42,Horror,61259697,Lionsgate,R,6.2,18091
Contemporary Fiction,0,0,25000000,Original Screenplay,5516708,Say It Isn't So,23-Mar-2001,,9,Comedy,5516708,20th Century Fox,R,4.6,7736
Contemporary Fiction,0,0,2000000,Original Screenplay,5361,Say Uncle,23-Jun-2006,,0,Comedy,5361,TLA Releasing,R,5.7,431
Kids Fiction,0,0,50000000,Original Screenplay,39177684,The Adventures of Sharkboy and Lavagirl in 3-D,10-Jun-2005,Robert Rodriguez,20,Adventure,69425966,Miramax/Dimension,PG,3.6,5619
Historical Fiction,0,141,86000000,Based on Book/Short Story,120277854,Seabiscuit,25-Jul-2003,Gary Ross,77,Drama,148336445,Universal,PG-13,7.4,31033
Science Fiction,0,0,20000000,Based on Book/Short Story,5501616,A Scanner Darkly,7-Jul-2006,Richard Linklater,68,Thriller/Suspense,7405084,Warner Independent,R,7.2,41928
Contemporary Fiction,0,82,45000000,Original Screenplay,71277420,Scary Movie 2,4-Jul-2001,Keenen Ivory Wayans,14,Comedy,141189101,Miramax/Dimension,R,4.7,43941
Contemporary Fiction,0,84,45000000,Original Screenplay,110000082,Scary Movie 3,24-Oct-2003,David Zucker,37,Comedy,155200000,Miramax/Dimension,PG-13,5.4,42829
Contemporary Fiction,22401247,0,40000000,Original Screenplay,90710620,Scary Movie 4,14-Apr-2006,David Zucker,37,Comedy,178710620,Weinstein/Dimension,PG-13,5,39542
Kids Fiction,0,93,25000000,Based on TV,84185387,Scooby-Doo 2: Monsters Unleashed,26-Mar-2004,Raja Gosnell,0,Comedy,181185387,Warner Bros.,PG,4.8,10749
Kids Fiction,0,86,84000000,Based on TV,153294164,Scooby-Doo,14-Jun-2002,Raja Gosnell,28,Comedy,276294164,Warner Bros.,PG,4.7,26018
Contemporary Fiction,0,125,30000000,Based on Book/Short Story,65005217,About Schmidt,13-Dec-2002,Alexander Payne,85,Drama,105823486,New Line,R,7.3,53760
Contemporary Fiction,0,108,20000000,Original Screenplay,81261177,The School of Rock,3-Oct-2003,Richard Linklater,0,Comedy,131161177,Paramount Pictures,PG-13,7.2,63188
Contemporary Fiction,13739501,101,20000000,Remake,17807569,School for Scoundrels,29-Sep-2006,Todd Phillips,26,Comedy,17807569,MGM,PG-13,6,15536
Contemporary Fiction,0,0,4000000,Original Screenplay,10525717,Scoop,28-Jul-2006,Woody Allen,39,Romantic Comedy,39125717,Focus/Rogue Pictures,PG-13,6.8,30336
Contemporary Fiction,0,124,68000000,Original Screenplay,71069884,The Score,13-Jul-2001,Frank Oz,74,Thriller/Suspense,113542091,Paramount Pictures,R,6.8,42616
Contemporary Fiction,0,110,15000000,Original Screenplay,103046663,Scream,20-Dec-1996,Wes Craven,81,Horror,173046663,Miramax,R,2.9,217
Contemporary Fiction,0,120,24000000,Original Screenplay,101363301,Scream 2,12-Dec-1997,Wes Craven,80,Horror,101363301,Miramax,R,5.9,48196
Contemporary Fiction,0,118,40000000,Original Screenplay,89138076,Scream 3,4-Feb-2000,Wes Craven,38,Horror,161838076,Miramax,R,5.3,38230
Fantasy,0,91,60000000,Spin-Off,90580000,The Scorpion King,19-Apr-2002,Chuck Russell,40,Action,164529000,Universal,PG-13,5.3,30359
,943385,0,4200000,,101740,George A. Romero's Survival of the Dead,28-May-2010,,0,Horror,101740,Magnolia Pictures,R,0,0
Fantasy,25129402,128,70000000,Based on Book/Short Story,38634938,Stardust,10-Aug-2007,Matthew Vaughn,76,Adventure,135556675,Paramount Pictures,PG-13,7.9,87883
Dramatization,0,0,13300000,Based on Real Life Events,2086345,Mar adentro,17-Dec-2004,,0,Drama,39686345,Fine Line,PG-13,7.2,466
Dramatization,0,127,20000000,Based on Real Life Events,35450113,Selena,21-Mar-1997,,63,Drama,35450113,Warner Bros.,PG,6.3,7996
Contemporary Fiction,17497571,0,60000000,Based on Book/Short Story,36280697,The Sentinel,21-Apr-2006,,33,Thriller/Suspense,77280697,20th Century Fox,PG-13,6.1,23567
Historical Fiction,0,110,10100000,Original Screenplay,901857,September Dawn,24-Aug-2007,,13,Western,901857,Black Diamond Pictures,R,5.5,1823
Contemporary Fiction,0,95,8000000,Original Screenplay,40066497,You Got Served,30-Jan-2004,,16,Drama,48066497,Sony Pictures,PG-13,2.6,17830
Contemporary Fiction,0,0,29000000,Original Screenplay,16930185,Serving Sara,23-Aug-2002,,5,Romantic Comedy,20146150,Paramount Pictures,PG-13,5,7973
,0,0,1500000,,378176,Session 9,10-Aug-2001,Brad Anderson,60,,1619602,,R,6.8,14685
Dramatization,0,139,70000000,Based on Real Life Events,37945884,Seven Years in Tibet,10-Oct-1997,Jean-Jacques Annaud,59,Drama,131445884,Sony Pictures,PG-13,6.7,29020
Contemporary Fiction,85061666,0,57500000,Based on TV,152647258,Sex and the City,30-May-2008,,49,Comedy,416047258,Warner Bros.,R,5.4,46837
Contemporary Fiction,0,99,80000000,Original Screenplay,69772969,Swordfish,8-Jun-2001,Dominic Sena,25,Action,147080413,Warner Bros.,R,6.3,57952
Contemporary Fiction,0,128,80000000,Original Screenplay,124685242,Something's Gotta Give,12-Dec-2003,Nancy Meyers,70,Romantic Comedy,266685242,Sony Pictures,PG-13,6.8,36303
,0,0,250000,,178095,Sugar Town,17-Sep-1999,,67,Comedy,178095,October Films,R,5.6,566
,0,0,6800000,,22183,Shade,9-Apr-2004,,0,,22183,,R,6.3,950
Historical Fiction,0,0,8000000,Original Screenplay,8279017,Shadow of the Vampire,29-Dec-2000,E. Elias Merhige,81,Drama,8279017,Lionsgate,R,6.8,18221
Contemporary Fiction,0,99,53012938,Remake,70327868,Shaft,16-Jun-2000,John Singleton,68,Action,107190108,Paramount Pictures,R,5.9,32881
Fantasy,28587103,0,60000000,Remake,61123569,The Shaggy Dog,10-Mar-2006,Brian Robbins,27,Comedy,87123569,Walt Disney Pictures,PG,4.1,6116
Contemporary Fiction,0,88,19000000,Original Screenplay,157019771,Scary Movie,7-Jul-2000,Keenen Ivory Wayans,53,Comedy,277200000,Miramax/Dimension,R,6,68541
Fantasy,0,0,5000000,Original Screenplay,13542874,Shaun of the Dead,24-Sep-2004,Edgar Wright,91,Comedy,29629128,Focus/Rogue Pictures,R,8,134693
Contemporary Fiction,0,0,2000000,Original Screenplay,1985292,Shortbus,4-Oct-2006,,66,Comedy,1985292,ThinkFilm,Not Rated,6.7,14276
Contemporary Fiction,0,91,10000000,Original Screenplay,63465522,She's All That,29-Jan-1999,,38,Romantic Comedy,63465522,Miramax,PG-13,5.4,28498
Contemporary Fiction,33340509,0,25000000,Based on Play,33889159,She's the Man,17-Mar-2006,Andy Fickman,44,Romantic Comedy,56889159,Paramount Pictures,PG-13,6.4,26513
Contemporary Fiction,0,0,2000000,Original Screenplay,199176,Sherrybaby,8-Sep-2006,,74,Drama,622806,IFC Films,R,6.7,6372
Contemporary Fiction,0,113,40000000,Original Screenplay,70836296,Shallow Hal,9-Nov-2001,Bobby Farrelly,50,Romantic Comedy,70836296,20th Century Fox,PG-13,6,35878
Contemporary Fiction,22104517,0,50000000,Based on Game,46982632,Silent Hill,21-Apr-2006,Christophe Gans,29,Horror,99982632,Sony Pictures,R,6.5,65485
Historical Fiction,22083616,0,80000000,Based on Book/Short Story,128012934,Shutter Island,19-Feb-2010,Martin Scorsese,67,Thriller/Suspense,294512934,Paramount Pictures,R,8,105706
Historical Fiction,0,122,26000000,Original Screenplay,100317794,Shakespeare in Love,11-Dec-1998,John Madden,93,Romantic Comedy,279500000,Miramax,R,7.4,77911
Factual,0,100,2000000,Based on Real Life Events,1134358,In the Shadow of the Moon,7-Sep-2007,,94,Documentary,1134358,ThinkFilm,PG,8,2974
Historical Fiction,42276167,0,80000000,Based on Book/Short Story,209028679,Sherlock Holmes,25-Dec-2009,Guy Ritchie,69,Adventure,518249844,Warner Bros.,PG-13,7.5,91555
Contemporary Fiction,7889235,0,20000000,Original Screenplay,31628317,She's Out of My League,12-Mar-2010,,57,Romantic Comedy,49219151,Paramount Pictures,,6.7,17449
Contemporary Fiction,57333255,125,60000000,Based on Book/Short Story,47003582,Shooter,23-Mar-2007,Antoine Fuqua,48,Thriller/Suspense,95203582,Paramount Pictures,R,7.2,149
Kids Fiction,0,90,50000000,Based on Book/Short Story,267655011,Shrek,18-May-2001,Andrew Adamson,89,Adventure,484399218,Dreamworks SKG,PG,8,163855
Kids Fiction,0,92,70000000,Based on Book/Short Story,441226247,Shrek 2,19-May-2004,Andrew Adamson,89,Adventure,919838758,Dreamworks SKG,PG,7.5,95658
Kids Fiction,176400340,92,160000000,Based on Book/Short Story,322719944,Shrek the Third,18-May-2007,,41,Adventure,798958162,Paramount Pictures,PG,6.1,59778
Kids Fiction,0,93,165000000,Based on Book/Short Story,238395990,Shrek Forever After,21-May-2010,,0,Adventure,729395990,Paramount Pictures,PG,6.7,12193
Kids Fiction,0,90,75000000,Original Screenplay,160861908,Shark Tale,1-Oct-2004,Rob Letterman,35,Adventure,367275019,Dreamworks SKG,PG,5.9,40019
Dramatization,0,0,6000000,Based on Real Life Events,2207975,Shattered Glass,31-Oct-2003,,91,Drama,2932719,Lionsgate,PG-13,7.4,14575
Contemporary Fiction,0,0,25000000,Original Screenplay,13973532,Stealing Harvard,13-Sep-2002,,8,Comedy,13973532,Sony Pictures,PG-13,4.7,6899
Contemporary Fiction,0,95,85000000,Original Screenplay,37948765,Showtime,15-Mar-2002,Tom Dey,24,Comedy,78948765,Warner Bros.,PG-13,5.3,22128
Factual,17438209,0,9000000,Based on Real Life Events,24538513,Sicko,22-Jun-2007,Michael Moore,93,Documentary,33538513,Lionsgate,PG-13,8.2,40886
Contemporary Fiction,0,116,70000000,Original Screenplay,40934175,The Siege,6-Nov-1998,Edward Zwick,44,Action,116625798,20th Century Fox,R,0,0
Science Fiction,0,106,70702619,Original Screenplay,227965690,Signs,2-Aug-2002,M. Night Shyamalan,74,Thriller/Suspense,408265690,Walt Disney Pictures,PG-13,6.9,111561
Contemporary Fiction,0,110,20000000,Based on Book/Short Story,18253415,Simon Birch,11-Sep-1998,Mark Steven Johnson,44,Drama,18253415,Walt Disney Pictures,PG,6.7,11371
Fantasy,0,0,28000000,Original Screenplay,8165213,A Simple Wish,11-Jul-1997,Michael Ritchie,27,Comedy,8165213,Universal,PG,4.9,1545
Contemporary Fiction,96359085,86,72500000,Based on TV,183135014,The Simpsons Movie,27-Jul-2007,David Silverman,89,Comedy,527071022,20th Century Fox,PG-13,7.6,117656
Kids Fiction,0,86,60000000,Traditional/Legend/Fairytale,26483452,Sinbad: Legend of the Seven Seas,2-Jul-2003,Tim Johnson,0,Adventure,80767884,Dreamworks SKG,PG,6.6,7895
Fantasy,0,126,40000000,Based on Comic/Graphic Novel,74103820,Sin City,1-Apr-2005,Robert Rodriguez,77,Action,158753820,Miramax/Dimension,R,8.3,255814
Contemporary Fiction,0,0,8000000,Based on TV,336456,The Singing Detective,24-Oct-2003,,38,Comedy,524747,Paramount Pictures,R,5.6,4441
Contemporary Fiction,0,107,40000000,Original Screenplay,293506292,The Sixth Sense,6-Aug-1999,M. Night Shyamalan,85,Thriller/Suspense,672806292,Walt Disney Pictures,PG-13,8.2,238745
Factual,0,0,65000,Based on Real Life Events,11529368,Super Size Me,7-May-2004,Morgan Spurlock,0,Documentary,29529368,IDP Distribution,PG-13,7.6,33805
Contemporary Fiction,0,0,40000000,Original Screenplay,47907715,The Skeleton Key,12-Aug-2005,Iain Softley,38,Horror,92907715,Universal,PG-13,6.5,29810
Contemporary Fiction,0,107,15000000,Original Screenplay,35007180,The Skulls,31-Mar-2000,Rob Cohen,8,Thriller/Suspense,35007180,Universal,PG-13,5.3,14903
Super Hero,0,102,60000000,Original Screenplay,63939454,Sky High,29-Jul-2005,,73,Adventure,81627454,Walt Disney Pictures,PG,6.6,20923
Contemporary Fiction,0,0,11000000,Original Screenplay,4814244,Slackers,1-Feb-2002,,11,Comedy,4814244,Sony Pictures,R,4.9,7934
Contemporary Fiction,0,0,24000000,Original Screenplay,12372410,Ready to Rumble,7-Apr-2000,Brian Robbins,25,Comedy,12372410,Warner Bros.,PG-13,0,0
Science Fiction,0,0,75000000,Original Screenplay,14623082,Soldier,23-Oct-1998,Paul Anderson,0,Action,14623082,Warner Bros.,R,0,0
Historical Fiction,0,105,70000000,Based on Book/Short Story,101068340,Sleepy Hollow,19-Nov-1999,Tim Burton,68,Horror,207068340,Paramount Pictures,R,7.5,107511
Contemporary Fiction,26858545,0,27000000,Original Screenplay,22495466,Lucky Number Slevin,7-Apr-2006,Paul McGuigan,51,Thriller/Suspense,55495466,MGM,R,7.8,91145
Historical Fiction,17077991,110,11000000,Based on Book/Short Story,37766350,The Secret Life of Bees,17-Oct-2008,,57,Drama,39612166,Fox Searchlight,PG-13,7,7077
Contemporary Fiction,0,131,87000000,Based on Book/Short Story,165092266,Hannibal,9-Feb-2001,Ridley Scott,39,Horror,350100280,MGM,R,6.4,74862
Contemporary Fiction,0,0,17000000,Original Screenplay,275380,Southland Tales,14-Nov-2007,Richard Kelly,0,Musical,364607,Samuel Goldwyn Films,R,5.6,20172
